Namespace(auto_shutdown_failure_delay_mins=120, auto_shutdown_success_delay_mins=10, data='/home/ubuntu/data/imagenet', dist_backend='nccl', dist_url='env://', distributed=True, evaluate=False, fp16=True, init_bn0=True, local_rank=0, logdir='/ncluster/runs/imagenet-1.03', loss_scale=1, momentum=0.9, no_bn_wd=True, phases="[{'ep': 0, 'sz': 128, 'bs': 512, 'trndir': '-sz/160'}, {'ep': (0, 7), 'lr': (1.0, 2.0)}, {'ep': (7, 13), 'lr': (2.0, 0.25)}, {'ep': 13, 'sz': 224, 'bs': 224, 'trndir': '-sz/352', 'min_scale': 0.087}, {'ep': (13, 22), 'lr': (0.4375, 0.043750000000000004)}, {'ep': (22, 25), 'lr': (0.043750000000000004, 0.004375)}, {'ep': 25, 'sz': 288, 'bs': 128, 'min_scale': 0.5, 'rect_val': True}, {'ep': (25, 28), 'lr': (0.0025, 0.00025)}]", print_freq=5, resume='', short_epoch=False, skip_auto_shutdown=False, skip_eval=False, start_epoch=0, weight_decay=0.0001, workers=8)
~~epoch	hours	top1Accuracy	top5Accuracy

Dataset changed.
Image size: 128
Batch size: 512
Train Directory: /home/ubuntu/data/imagenet-sz/160/train
Validation Directory: /home/ubuntu/data/imagenet-sz/160/validation
Changing LR from None to 1.0004564125969877
Epoch: [1][75/313]	Time 0.236 (0.285)	Data 0.004 (0.045)	Loss 4.7520 (4.8513)	Prec@1 12.378 (11.337)	Prec@5 29.956 (27.315)	BW 0.000 0.001
Epoch: [1][80/313]	Time 0.240 (0.283)	Data 0.004 (0.043)	Loss 4.7314 (4.8449)	Prec@1 12.671 (11.426)	Prec@5 29.590 (27.443)	BW 0.000 0.001
Epoch: [1][85/313]	Time 0.236 (0.282)	Data 0.004 (0.042)	Loss 4.6958 (4.8360)	Prec@1 12.109 (11.501)	Prec@5 29.614 (27.601)	BW 0.000 0.001
Epoch: [1][90/313]	Time 0.237 (0.280)	Data 0.004 (0.041)	Loss 4.7446 (4.8294)	Prec@1 12.939 (11.572)	Prec@5 28.955 (27.739)	BW 0.000 0.001
Epoch: [1][95/313]	Time 0.238 (0.279)	Data 0.004 (0.040)	Loss 4.6328 (4.8195)	Prec@1 14.355 (11.685)	Prec@5 31.763 (27.899)	BW 0.000 0.001
Epoch: [1][100/313]	Time 0.239 (0.278)	Data 0.006 (0.040)	Loss 4.7207 (4.8125)	Prec@1 12.793 (11.775)	Prec@5 29.517 (28.020)	BW 0.000 0.001
Epoch: [1][105/313]	Time 0.237 (0.277)	Data 0.004 (0.039)	Loss 4.6221 (4.8034)	Prec@1 13.452 (11.876)	Prec@5 30.908 (28.194)	BW 0.000 0.001
Epoch: [1][110/313]	Time 0.241 (0.277)	Data 0.004 (0.039)	Loss 4.6089 (4.7946)	Prec@1 14.111 (11.988)	Prec@5 31.250 (28.360)	BW 0.000 0.001
Epoch: [1][115/313]	Time 0.241 (0.276)	Data 0.004 (0.038)	Loss 4.6025 (4.7870)	Prec@1 14.282 (12.051)	Prec@5 31.641 (28.502)	BW 0.000 0.001
Epoch: [1][120/313]	Time 0.239 (0.275)	Data 0.004 (0.037)	Loss 4.6372 (4.7803)	Prec@1 13.306 (12.130)	Prec@5 32.202 (28.643)	BW 0.000 0.001
